,CC_As,Nombres_As,Apellidos_As,Correo_As,Genero_As,Telefono_As,Fecha_Naci_As,Edad_As,Estado_As,Estado_Gratui_As,Estado_Civil_As,Id_Us
134,2269719836,Rosa Mireia,Amaya Anguita,rosa.amaya@hotmail.com,F,0912345928,1998-10-19,24,Inactivo,Sin gratuidad,Casado/a,711f3154-74f4-11ed-8667-0242ac1c000c
135,2115788081,Dionisio Curro,Castells Vila,dionisio.castells@hotmail.com,M,0962603328,1996-07-12,26,Inactivo,Gratuidad,Soltero/a,711f31a4-74f4-11ed-8667-0242ac1c000c
136,1652549873,Juan Francisco Jerónimo,Alvarado Cáceres,juan francisco.alvarado@hotmail.com,M,0916923598,1989-10-16,33,Activo,Perdida gratuidad temporal,Viudo/a,711f31ea-74f4-11ed-8667-0242ac1c000c
137,1592188759,Micaela Fidela,Arias Sarabia,micaela.arias@hotmail.com,F,0975362561,1987-07-30,35,Activo,Sin gratuidad,Divorciado,711f3244-74f4-11ed-8667-0242ac1c000c
138,498213225,Agustín Inocencio,Carreras Torrijos,agustín.carreras@hotmail.com,M,0940214445,1988-08-31,34,Activo,Perdida gratuidad temporal,Viudo/a,711f32b2-74f4-11ed-8667-0242ac1c000c
139,978094373,Úrsula Melania,Olivera Román,úrsula.olivera@hotmail.com,F,0972513321,2004-02-28,18,Activo,Perdida gratuidad temporal,Viudo/a,711f330c-74f4-11ed-8667-0242ac1c000c
140,606889760,Anastasia Delia,Pereira Torres,anastasia.pereira@hotmail.com,F,0956416115,1992-07-05,30,Activo,Perdida gratuidad temporal,Union Libre,711f3352-74f4-11ed-8667-0242ac1c000c
141,594428643,Noa Eliana,Cerdá Diego,noa.cerdá@hotmail.com,F,0949914877,1993-03-18,29,Activo,Gratuidad,Soltero/a,711f3398-74f4-11ed-8667-0242ac1c000c
142,1643715446,Gracia Reina,Talavera Sans,gracia.talavera@hotmail.com,F,0914686949,2004-04-27,18,Inactivo,Perdida gratuidad temporal,Soltero/a,711f33e8-74f4-11ed-8667-0242ac1c000c
143,2364184441,Nayara Manuelita,Sanmartín Sedano,nayara.sanmartín@hotmail.com,F,0939833186,2003-12-27,18,Activo,Gratuidad,Soltero/a,711f3438-74f4-11ed-8667-0242ac1c000c
144,1471924391,Nieves Ana Sofía,Nieto Quintanilla,nieves.nieto@hotmail.com,F,0935796582,2004-03-20,18,Activo,Gratuidad,Divorciado,711f347e-74f4-11ed-8667-0242ac1c000c
145,284674607,Curro Adrián,Carvajal Araujo,curro.carvajal@hotmail.com,M,0976185670,1999-10-28,23,Inactivo,Sin gratuidad,Soltero/a,711f34c4-74f4-11ed-8667-0242ac1c000c
146,2189359571,Paulina Perla,Agullo Abella,paulina.agullo@hotmail.com,F,0943473742,1990-11-07,32,Activo,Sin gratuidad,Soltero/a,711f43b0-74f4-11ed-8667-0242ac1c000c
147,2261836382,Blas Marcos,Grande Viana,blas.grande@hotmail.com,M,0929386161,1996-12-30,25,Activo,Perdida gratuidad temporal,Soltero/a,711f446e-74f4-11ed-8667-0242ac1c000c
148,1752896346,Ciro Cirino,Tejero Sosa,ciro.tejero@hotmail.com,M,0996646848,2002-07-10,20,Inactivo,Perdida gratuidad temporal,Soltero/a,711f44d2-74f4-11ed-8667-0242ac1c000c
149,1637561190,Custodio Raimundo,Dávila Maldonado,custodio.dávila@hotmail.com,M,0910947476,2003-04-14,19,Inactivo,Perdida gratuidad temporal,Viudo/a,711f4540-74f4-11ed-8667-0242ac1c000c
150,2238017770,Cesar Timoteo,Melero Ribas,cesar.melero@hotmail.com,M,0956735943,1997-07-02,25,Inactivo,Perdida gratuidad temporal,Divorciado,711f4590-74f4-11ed-8667-0242ac1c000c
151,286756307,Paula Josefina,Sobrino Escribano,paula.sobrino@hotmail.com,F,0911729203,1990-02-09,32,Inactivo,Sin gratuidad,Divorciado,711f45d6-74f4-11ed-8667-0242ac1c000c
152,2397660519,Calixta Nieves,Niño Navas,calixta.niño@hotmail.com,F,0962821474,1998-01-21,24,Inactivo,Sin gratuidad,Soltero/a,711f4626-74f4-11ed-8667-0242ac1c000c
153,758014218,Bautista Danilo,Caparrós Peiró,bautista.caparrós@hotmail.com,M,0991921298,1982-06-13,40,Inactivo,Perdida gratuidad temporal,Union Libre,711f4676-74f4-11ed-8667-0242ac1c000c
154,1503165154,Jonatan Bautista,Manso Caparrós,jonatan.manso@hotmail.com,M,0927716673,1999-03-29,23,Activo,Sin gratuidad,Union Libre,711f46d0-74f4-11ed-8667-0242ac1c000c
155,562059993,Aroa Mercedes,Acedo Durán,aroa.acedo@hotmail.com,F,0910234649,2006-07-19,16,Inactivo,Sin gratuidad,Divorciado,711f4734-74f4-11ed-8667-0242ac1c000c
156,1374111699,Donato Elías,Tovar Ros,donato.tovar@hotmail.com,M,0939295823,2001-05-14,21,Inactivo,Gratuidad,Soltero/a,711f478e-74f4-11ed-8667-0242ac1c000c
157,1184634074,Damián Augusto,Riera Carnero,damián.riera@hotmail.com,M,0964855838,1982-06-13,40,Activo,Sin gratuidad,Casado/a,711f47de-74f4-11ed-8667-0242ac1c000c
158,2243414920,María Dolores Amelia,Guitart Bauzà,maría dolores.guitart@hotmail.com,F,0991271537,2001-02-21,21,Activo,Gratuidad,Casado/a,711f4824-74f4-11ed-8667-0242ac1c000c
159,1092407728,Nazaret Valero,Aguado Bonilla,nazaret.aguado@hotmail.com,M,0996080829,1981-03-07,41,Activo,Sin gratuidad,Casado/a,711f4874-74f4-11ed-8667-0242ac1c000c
160,702010477,Pastora Tatiana,Azorin Palacios,pastora.azorin@hotmail.com,F,0916908925,1993-10-30,29,Inactivo,Sin gratuidad,Casado/a,711f48c4-74f4-11ed-8667-0242ac1c000c
161,1656286165,Benita Rosalina,Ponce Heredia,benita.ponce@hotmail.com,F,0972051695,1994-09-06,28,Activo,Perdida gratuidad temporal,Soltero/a,711f4914-74f4-11ed-8667-0242ac1c000c
162,141714362,Maximiliano Victor,Barrena Pavón,maximiliano.barrena@hotmail.com,M,0910240582,1989-09-11,33,Inactivo,Perdida gratuidad temporal,Divorciado,711f4964-74f4-11ed-8667-0242ac1c000c
163,2395251466,Tecla Rosalía,Bonilla Carmona,tecla.bonilla@hotmail.com,F,0946651889,2005-03-13,17,Inactivo,Perdida gratuidad temporal,Casado/a,711f49be-74f4-11ed-8667-0242ac1c000c
164,221193342,Venceslás Emilio,Gomila Rovira,venceslás.gomila@hotmail.com,M,0980363182,1996-10-10,26,Activo,Sin gratuidad,Casado/a,711f4a0e-74f4-11ed-8667-0242ac1c000c
165,214222337,Fortunato Jose Angel,Fuertes Arnau,fortunato.fuertes@hotmail.com,M,0972228378,1998-01-02,24,Activo,Sin gratuidad,Union Libre,711f4a54-74f4-11ed-8667-0242ac1c000c
166,686811398,Chus Juana,Pinto Cuesta,chus.pinto@hotmail.com,F,0973212816,1986-12-28,35,Activo,Sin gratuidad,Soltero/a,711f4aa4-74f4-11ed-8667-0242ac1c000c
167,2325438895,Joan Feliciano,Guardiola Campos,joan.guardiola@hotmail.com,M,0996736406,1990-03-23,32,Inactivo,Gratuidad,Union Libre,711f4aea-74f4-11ed-8667-0242ac1c000c
168,440312966,Lola Lucila,Mir Riba,lola.mir@hotmail.com,F,0961582601,1996-04-09,26,Activo,Gratuidad,Casado/a,711f4b44-74f4-11ed-8667-0242ac1c000c
169,2413025796,Isaura Petrona,Merino Soto,isaura.merino@hotmail.com,F,0992959840,2000-08-25,22,Inactivo,Sin gratuidad,Viudo/a,711f4b8a-74f4-11ed-8667-0242ac1c000c
170,1177315495,Eustaquio Wálter,Artigas Exposito,eustaquio.artigas@hotmail.com,M,0999631264,1986-01-20,36,Inactivo,Gratuidad,Union Libre,711f4bd0-74f4-11ed-8667-0242ac1c000c
171,1344843159,Concepción Gala,Abella Martin,concepción.abella@hotmail.com,F,0995593009,2000-11-24,22,Activo,Sin gratuidad,Viudo/a,711f4c20-74f4-11ed-8667-0242ac1c000c
172,407040659,Carmela Lucila,Rocha Rosa,carmela.rocha@hotmail.com,F,0911803447,1997-07-18,25,Activo,Sin gratuidad,Viudo/a,711f4c84-74f4-11ed-8667-0242ac1c000c
173,1668327284,Toribio Aarón,Miranda Solé,toribio.miranda@hotmail.com,M,0987576589,1996-04-10,26,Inactivo,Perdida gratuidad temporal,Soltero/a,711f4cca-74f4-11ed-8667-0242ac1c000c
174,2359891310,Isidora Elba,Arnal Coello,isidora.arnal@hotmail.com,F,0949046903,1987-04-22,35,Inactivo,Sin gratuidad,Soltero/a,711f4d1a-74f4-11ed-8667-0242ac1c000c
175,2064649331,Edelmiro Pastor,Rosa Checa,edelmiro.rosa@hotmail.com,M,0919998516,1982-06-14,40,Inactivo,Gratuidad,Divorciado,711f4d6a-74f4-11ed-8667-0242ac1c000c
176,1136008263,Emigdio Duilio,Pla Barbero,emigdio.pla@hotmail.com,M,0941974813,1982-04-21,40,Activo,Gratuidad,Union Libre,711f4dba-74f4-11ed-8667-0242ac1c000c
177,364277977,Marcos Renato,Alegria Rios,marcos.alegria@hotmail.com,M,0997892208,1983-06-15,39,Activo,Gratuidad,Casado/a,711f4e0a-74f4-11ed-8667-0242ac1c000c
178,2099981643,Aristides Ignacio,Higueras Lumbreras,aristides.higueras@hotmail.com,M,0953807295,1996-10-12,26,Activo,Gratuidad,Divorciado,711f4e5a-74f4-11ed-8667-0242ac1c000c
179,1862257097,Dulce Lilia,Toledo Pozo,dulce.toledo@hotmail.com,F,0931429234,1992-03-01,30,Activo,Sin gratuidad,Soltero/a,711f4ea0-74f4-11ed-8667-0242ac1c000c
180,2447158765,Balduino Abel,Rosselló Barral,balduino.rosselló@hotmail.com,M,0934772587,1997-12-04,25,Inactivo,Gratuidad,Soltero/a,711f4ee6-74f4-11ed-8667-0242ac1c000c
181,1370153329,Eva Calixta,Sala Carbajo,eva.sala@hotmail.com,F,0985045273,1980-11-08,42,Inactivo,Perdida gratuidad temporal,Soltero/a,711f4f2c-74f4-11ed-8667-0242ac1c000c
182,2434121671,Maristela Liliana,Guillen Estrada,maristela.guillen@hotmail.com,F,0913864590,2003-02-26,19,Inactivo,Gratuidad,Divorciado,711f4f7c-74f4-11ed-8667-0242ac1c000c
183,834597996,Lupe Pío,León Llamas,lupe.león@hotmail.com,M,0936873740,1998-03-12,24,Activo,Sin gratuidad,Union Libre,711f4fc2-74f4-11ed-8667-0242ac1c000c
184,2126380271,Montserrat Amaya,Vallejo Nieto,montserrat.vallejo@hotmail.com,F,0942738506,1982-04-17,40,Activo,Perdida gratuidad temporal,Divorciado,711f5012-74f4-11ed-8667-0242ac1c000c
185,139974049,Rosenda Maite,Perales Vazquez,rosenda.perales@hotmail.com,F,0931960607,1989-10-06,33,Inactivo,Gratuidad,Divorciado,711f5058-74f4-11ed-8667-0242ac1c000c
186,2374507778,Evita Anselma,Pedrosa Cobos,evita.pedrosa@hotmail.com,F,0921086848,1996-09-25,26,Activo,Perdida gratuidad temporal,Casado/a,711f50a8-74f4-11ed-8667-0242ac1c000c
187,1390497207,Urbano Marc,Rocha Cuervo,urbano.rocha@hotmail.com,M,0929074556,2006-06-21,16,Inactivo,Perdida gratuidad temporal,Viudo/a,711f50f8-74f4-11ed-8667-0242ac1c000c
188,1444872700,Artemio Aitor,Zurita Cañas,artemio.zurita@hotmail.com,M,0998404623,1981-06-21,41,Activo,Sin gratuidad,Viudo/a,711f513e-74f4-11ed-8667-0242ac1c000c
189,670966026,Epifanio Wilfredo,Huertas Vargas,epifanio.huertas@hotmail.com,M,0965303006,2001-10-26,21,Activo,Perdida gratuidad temporal,Union Libre,711f51a2-74f4-11ed-8667-0242ac1c000c
190,2187757239,Melisa Pascuala,Robledo Bello,melisa.robledo@hotmail.com,F,0921157192,1992-11-05,30,Inactivo,Gratuidad,Soltero/a,711f51f2-74f4-11ed-8667-0242ac1c000c
191,959251390,Prudencia Selena,Uría Ibañez,prudencia.uría@hotmail.com,F,0970697791,2003-03-07,19,Activo,Gratuidad,Divorciado,711f5238-74f4-11ed-8667-0242ac1c000c
192,721816342,Modesta Noelia,Vaquero Salazar,modesta.vaquero@hotmail.com,F,0916425865,2002-01-29,20,Activo,Gratuidad,Union Libre,711f527e-74f4-11ed-8667-0242ac1c000c
193,634977752,Elías Camilo,Miró Larrañaga,elías.miró@hotmail.com,M,0925134965,1993-01-24,29,Inactivo,Perdida gratuidad temporal,Viudo/a,711f52ce-74f4-11ed-8667-0242ac1c000c
194,374701873,Angelina Griselda,Mate Segovia,angelina.mate@hotmail.com,F,0915997801,1990-08-08,32,Activo,Gratuidad,Casado/a,711f531e-74f4-11ed-8667-0242ac1c000c
195,530831054,Nilo Marino,Nogués Beltrán,nilo.nogués@hotmail.com,M,0959597699,1992-05-11,30,Inactivo,Sin gratuidad,Soltero/a,711f536e-74f4-11ed-8667-0242ac1c000c
196,2109452008,Guillermo Jose Ramón,Corral Peinado,guillermo.corral@hotmail.com,M,0927859120,1995-11-15,27,Activo,Sin gratuidad,Union Libre,711f53b4-74f4-11ed-8667-0242ac1c000c
197,903207042,Úrsula Elisa,Moles Ayuso,úrsula.moles@hotmail.com,F,0983208863,1989-09-12,33,Activo,Gratuidad,Union Libre,711f53fa-74f4-11ed-8667-0242ac1c000c
198,1615001967,Dionisio Wálter,Ballester Mendizábal,dionisio.ballester@hotmail.com,M,0971078668,1990-10-18,32,Activo,Perdida gratuidad temporal,Divorciado,711f5440-74f4-11ed-8667-0242ac1c000c
199,1301606141,Vinicio Chus,Palmer Fabregat,vinicio.palmer@hotmail.com,M,0907885850,2003-02-23,19,Inactivo,Perdida gratuidad temporal,Union Libre,711f5486-74f4-11ed-8667-0242ac1c000c
200,1445310184,Gervasio Aurelio,Girona Zurita,gervasio.girona@hotmail.com,M,0944959154,1983-03-08,39,Inactivo,Perdida gratuidad temporal,Soltero/a,711f54d6-74f4-11ed-8667-0242ac1c000c
201,857703670,Rodolfo Virgilio,Vilaplana Escolano,rodolfo.vilaplana@hotmail.com,M,0956981979,1987-12-28,34,Activo,Sin gratuidad,Viudo/a,711f5526-74f4-11ed-8667-0242ac1c000c
202,1058990484,Luciana Mireia,Llopis Marti,luciana.llopis@hotmail.com,F,0922862554,1987-11-24,35,Inactivo,Sin gratuidad,Divorciado,711f5580-74f4-11ed-8667-0242ac1c000c
203,1497119730,Delfina Begoña,Mateu Pou,delfina.mateu@hotmail.com,F,0920137697,1992-02-05,30,Activo,Perdida gratuidad temporal,Viudo/a,711f55c6-74f4-11ed-8667-0242ac1c000c
204,1796740200,Artemio Alcides,Orozco Villalba,artemio.orozco@hotmail.com,M,0903848113,1986-01-18,36,Activo,Perdida gratuidad temporal,Viudo/a,711f560c-74f4-11ed-8667-0242ac1c000c
205,490157210,Alberto Álvaro,Berrocal Núñez,alberto.berrocal@hotmail.com,M,0970724251,1998-02-09,24,Inactivo,Sin gratuidad,Soltero/a,711f5652-74f4-11ed-8667-0242ac1c000c
206,1366457312,Adelia Adela,Alberto Exposito,adelia.alberto@hotmail.com,F,0901900552,2005-08-06,17,Activo,Perdida gratuidad temporal,Divorciado,711f56c0-74f4-11ed-8667-0242ac1c000c
207,1404359285,Evita Almudena,Llanos Quintanilla,evita.llanos@hotmail.com,F,0900754090,1986-04-25,36,Activo,Sin gratuidad,Viudo/a,711f5710-74f4-11ed-8667-0242ac1c000c
208,601004575,Heraclio Félix,Vazquez Nadal,heraclio.vazquez@hotmail.com,M,0999960736,2004-03-17,18,Activo,Sin gratuidad,Viudo/a,711f5760-74f4-11ed-8667-0242ac1c000c
209,152301251,Calixto Ruperto,Capdevila Amo,calixto.capdevila@hotmail.com,M,0907244833,1993-09-28,29,Inactivo,Sin gratuidad,Soltero/a,711f57b0-74f4-11ed-8667-0242ac1c000c
210,1100709120,Alfonso Eric,Sevillano Aller,alfonso.sevillano@hotmail.com,M,0947824369,2001-06-10,21,Inactivo,Sin gratuidad,Casado/a,711f5800-74f4-11ed-8667-0242ac1c000c
211,1701251574,Leopoldo Narciso,Vicente Cerdá,leopoldo.vicente@hotmail.com,M,0909606056,2005-12-05,17,Activo,Sin gratuidad,Viudo/a,711f5846-74f4-11ed-8667-0242ac1c000c
212,354596582,Glauco Calisto,Abellán Heredia,glauco.abellán@hotmail.com,M,0993769485,1980-09-17,42,Activo,Perdida gratuidad temporal,Soltero/a,711f5896-74f4-11ed-8667-0242ac1c000c
213,134393906,Calixta Catalina,Barrios Aguirre,calixta.barrios@hotmail.com,F,0925233998,1997-09-09,25,Inactivo,Sin gratuidad,Divorciado,711f58dc-74f4-11ed-8667-0242ac1c000c
214,768506380,Francisco Jose Nicolás,Herrero Alsina,francisco jose.herrero@hotmail.com,M,0939358949,1985-11-12,37,Activo,Perdida gratuidad temporal,Union Libre,711f5922-74f4-11ed-8667-0242ac1c000c
215,1921368826,Tito Venceslás,Mayo Esteban,tito.mayo@hotmail.com,M,0972204898,2000-10-02,22,Inactivo,Gratuidad,Casado/a,711f597c-74f4-11ed-8667-0242ac1c000c
216,986116733,Rafael Roberto,Serra Cabanillas,rafael.serra@hotmail.com,M,0918893114,1994-08-21,28,Activo,Sin gratuidad,Casado/a,711f59cc-74f4-11ed-8667-0242ac1c000c
217,1793576328,Pablo Salomón,Gras Mate,pablo.gras@hotmail.com,M,0926383467,1987-03-14,35,Activo,Sin gratuidad,Viudo/a,711f5a1c-74f4-11ed-8667-0242ac1c000c
218,1769854800,Inés Irma,Campo Morillo,inés.campo@hotmail.com,F,0950734167,1989-09-25,33,Inactivo,Perdida gratuidad temporal,Casado/a,711f5a62-74f4-11ed-8667-0242ac1c000c
219,2476034058,Victorino Olegario,Benavente Campos,victorino.benavente@hotmail.com,M,0954608216,1998-03-17,24,Activo,Perdida gratuidad temporal,Divorciado,711f5ab2-74f4-11ed-8667-0242ac1c000c
220,1997926830,Remigio Cirino,Vaquero Múgica,remigio.vaquero@hotmail.com,M,0945927320,1985-12-14,36,Inactivo,Gratuidad,Divorciado,711f5af8-74f4-11ed-8667-0242ac1c000c
221,669655567,Alfonso Nazaret,Conesa Balaguer,alfonso.conesa@hotmail.com,M,0936229528,1992-02-10,30,Activo,Sin gratuidad,Soltero/a,711f5b48-74f4-11ed-8667-0242ac1c000c
222,2186145910,Primitiva Adelaida,Solana Salmerón,primitiva.solana@hotmail.com,F,0908439498,1995-01-25,27,Activo,Perdida gratuidad temporal,Soltero/a,711f5b98-74f4-11ed-8667-0242ac1c000c
223,772696727,Reynaldo Eduardo,Blanch Velázquez,reynaldo.blanch@hotmail.com,M,0921221968,1986-06-01,36,Activo,Perdida gratuidad temporal,Divorciado,711f5bfc-74f4-11ed-8667-0242ac1c000c
224,1326414821,Pastor Agapito,Viña Planas,pastor.viña@hotmail.com,M,0902585211,2000-06-21,22,Activo,Perdida gratuidad temporal,Soltero/a,711f5c56-74f4-11ed-8667-0242ac1c000c
225,533993457,Fabián Jonatan,Quirós Galán,fabián.quirós@hotmail.com,M,0908485213,1984-06-26,38,Inactivo,Gratuidad,Viudo/a,711f5c9c-74f4-11ed-8667-0242ac1c000c
226,1437296633,Juan Manuel José Manuel,Tello Lillo,juan manuel.tello@hotmail.com,M,0906665732,1998-09-05,24,Inactivo,Perdida gratuidad temporal,Divorciado,711f5ce2-74f4-11ed-8667-0242ac1c000c
227,1074934832,Encarnacion Emperatriz,Pulido Losa,encarnacion.pulido@hotmail.com,F,0932101325,1982-04-18,40,Inactivo,Perdida gratuidad temporal,Viudo/a,711f5d32-74f4-11ed-8667-0242ac1c000c
228,222928105,Juan José Bruno,Sobrino Sans,juan josé.sobrino@hotmail.com,M,0991923724,1988-02-28,34,Activo,Perdida gratuidad temporal,Union Libre,711f5d78-74f4-11ed-8667-0242ac1c000c
229,1494000018,Galo Luis,Barros Acosta,galo.barros@hotmail.com,M,0929422439,1990-03-23,32,Activo,Sin gratuidad,Casado/a,711f5dc8-74f4-11ed-8667-0242ac1c000c
230,2254385511,Esteban Jesús,Parejo Luján,esteban.parejo@hotmail.com,M,0932403680,2003-10-01,19,Inactivo,Gratuidad,Soltero/a,711f5e18-74f4-11ed-8667-0242ac1c000c
231,445424426,Juan Manuel Benjamín,Alberdi Arco,juan manuel.alberdi@hotmail.com,M,0976362271,1983-11-30,39,Activo,Perdida gratuidad temporal,Union Libre,711f5e5e-74f4-11ed-8667-0242ac1c000c
232,2195842842,Abraham Pelayo,Suarez Barberá,abraham.suarez@hotmail.com,M,0929819005,1980-08-04,42,Inactivo,Gratuidad,Soltero/a,711f5ea4-74f4-11ed-8667-0242ac1c000c
233,478829936,Roxana Micaela,Terrón Alcántara,roxana.terrón@hotmail.com,F,0918053963,1986-11-05,36,Inactivo,Perdida gratuidad temporal,Viudo/a,711f5ef4-74f4-11ed-8667-0242ac1c000c
234,474589506,Alejandra Yéssica,Muñoz Huguet,alejandra.muñoz@hotmail.com,F,0998621151,1993-09-14,29,Activo,Sin gratuidad,Soltero/a,711f5f44-74f4-11ed-8667-0242ac1c000c
235,1149735992,Marisol Brunilda,Ochoa Palomar,marisol.ochoa@hotmail.com,F,0973480677,1987-05-30,35,Activo,Perdida gratuidad temporal,Casado/a,711f5f9e-74f4-11ed-8667-0242ac1c000c
236,1015441594,Victorino Poncio,Cerezo Echevarría,victorino.cerezo@hotmail.com,M,0907127564,2004-07-06,18,Activo,Sin gratuidad,Divorciado,711f5fe4-74f4-11ed-8667-0242ac1c000c
237,307597520,Mayte Apolonia,Duque Gisbert,mayte.duque@hotmail.com,F,0927696247,1998-12-16,23,Inactivo,Gratuidad,Union Libre,711f6034-74f4-11ed-8667-0242ac1c000c
238,2400650598,Consuelo Nadia,Alcalá Mas,consuelo.alcalá@hotmail.com,F,0906157586,1990-03-14,32,Inactivo,Perdida gratuidad temporal,Union Libre,711f607a-74f4-11ed-8667-0242ac1c000c
239,445768935,Eusebio Juanito,Fabregat Mariño,eusebio.fabregat@hotmail.com,M,0940246639,1994-01-16,28,Inactivo,Gratuidad,Viudo/a,711f60c0-74f4-11ed-8667-0242ac1c000c
240,454977278,Gervasio Nico,Puga Heras,gervasio.puga@hotmail.com,M,0928021668,1989-08-08,33,Inactivo,Gratuidad,Divorciado,711f6124-74f4-11ed-8667-0242ac1c000c
241,650730972,Chucho Glauco,Codina Calderon,chucho.codina@hotmail.com,M,0938169902,1985-12-23,36,Activo,Sin gratuidad,Soltero/a,711f6174-74f4-11ed-8667-0242ac1c000c
242,1228103084,Cipriano Vito,Barrera Robledo,cipriano.barrera@hotmail.com,M,0951467699,1991-08-14,31,Inactivo,Sin gratuidad,Union Libre,711f61c4-74f4-11ed-8667-0242ac1c000c
243,621819501,Bienvenida Cecilia,Morán Bustamante,bienvenida.morán@hotmail.com,F,0933234951,1986-07-10,36,Activo,Perdida gratuidad temporal,Casado/a,711f620a-74f4-11ed-8667-0242ac1c000c
244,1670497983,Jorge Heliodoro,Díez Sarabia,jorge.díez@hotmail.com,M,0927875088,1997-12-22,24,Inactivo,Perdida gratuidad temporal,Divorciado,711f625a-74f4-11ed-8667-0242ac1c000c
245,1497061694,Nilda Adela,Salcedo Ríos,nilda.salcedo@hotmail.com,F,0912660503,1992-06-14,30,Inactivo,Sin gratuidad,Divorciado,711f62aa-74f4-11ed-8667-0242ac1c000c
246,1590972478,Roldán Luís,Cuevas Peral,roldán.cuevas@hotmail.com,M,0981665075,2001-09-25,21,Activo,Sin gratuidad,Casado/a,711f62fa-74f4-11ed-8667-0242ac1c000c
247,1297864914,Herminia Estefanía,Hoyos Samper,herminia.hoyos@hotmail.com,F,0962172138,2003-04-22,19,Inactivo,Gratuidad,Divorciado,711f6354-74f4-11ed-8667-0242ac1c000c
248,435602042,Flavia Sandra,Hierro Guerrero,flavia.hierro@hotmail.com,F,0941563978,1988-12-09,33,Inactivo,Gratuidad,Casado/a,711f639a-74f4-11ed-8667-0242ac1c000c
249,2171367787,Sergio Juan Pablo,Domínguez Barros,sergio.domínguez@hotmail.com,M,0943626588,1993-03-23,29,Inactivo,Perdida gratuidad temporal,Viudo/a,711f643a-74f4-11ed-8667-0242ac1c000c
250,931774775,Consuelo Noelia,Rivera Rodriguez,consuelo.rivera@hotmail.com,F,0988480170,1985-06-17,37,Inactivo,Sin gratuidad,Casado/a,711f6494-74f4-11ed-8667-0242ac1c000c
251,164433632,Evangelina Graciana,Rico Segura,evangelina.rico@hotmail.com,F,0989494069,1998-09-09,24,Inactivo,Sin gratuidad,Divorciado,711f64e4-74f4-11ed-8667-0242ac1c000c
252,616486854,Maxi Nacho,Durán Arenas,maxi.durán@hotmail.com,M,0939503092,1985-11-29,37,Inactivo,Perdida gratuidad temporal,Casado/a,711f6534-74f4-11ed-8667-0242ac1c000c
253,2322397656,Emiliano José Mari,Hoyos Zamora,emiliano.hoyos@hotmail.com,M,0922573692,1987-02-01,35,Inactivo,Perdida gratuidad temporal,Viudo/a,711f65ac-74f4-11ed-8667-0242ac1c000c
254,2242245094,Teófilo Fito,Elías Riba,teófilo.elías@hotmail.com,M,0948391632,2004-11-10,18,Activo,Perdida gratuidad temporal,Casado/a,711f65fc-74f4-11ed-8667-0242ac1c000c
255,250352855,Estela Estrella,Peinado Coll,estela.peinado@hotmail.com,F,0974973343,1990-07-26,32,Activo,Sin gratuidad,Casado/a,711f6642-74f4-11ed-8667-0242ac1c000c
256,518070771,Alexandra Tatiana,Cuevas Parejo,alexandra.cuevas@hotmail.com,F,0987768570,1993-07-25,29,Activo,Gratuidad,Union Libre,711f6688-74f4-11ed-8667-0242ac1c000c
257,1362241149,Delfina Amor,Pino Viña,delfina.pino@hotmail.com,F,0954535492,1989-11-24,33,Inactivo,Sin gratuidad,Union Libre,711f6700-74f4-11ed-8667-0242ac1c000c
258,166469014,Mateo Balduino,Mulet Farré,mateo.mulet@hotmail.com,M,0963047729,1993-06-24,29,Activo,Perdida gratuidad temporal,Soltero/a,711f6750-74f4-11ed-8667-0242ac1c000c
259,680971016,Celso Demetrio,Peña Girona,celso.peña@hotmail.com,M,0981186469,1989-10-17,33,Activo,Sin gratuidad,Soltero/a,711f67a0-74f4-11ed-8667-0242ac1c000c
260,1514817695,Jacinto Gabriel,Cepeda Juan,jacinto.cepeda@hotmail.com,M,0983384279,2004-11-11,18,Activo,Sin gratuidad,Soltero/a,711f68cc-74f4-11ed-8667-0242ac1c000c
261,2346812228,Milagros Rosalía,Peiró Andrade,milagros.peiró@hotmail.com,F,0978745627,2005-05-01,17,Inactivo,Gratuidad,Viudo/a,711f6994-74f4-11ed-8667-0242ac1c000c
